codprov,desprov,codenc,codanio,wciiu4d,deswciiu4d,wciiu2d,deswciiu2d,wciiu3d,deswciiu3d,wgruenc,deswgruenc,wregion,deswregion,letra,desletra,wgruserv,deswgruserv,categorización,descategorización,wperocup,deswperocup,wtraprod,deswtraprod,remunera,deprecia,totalpeoc,pstotalpeoc,tftotalpeoc,tegtotalpeoc,ototalpeoc,etotalpeoc,totalmuj,pstotalmuj,tftotalmuj,tegtotalmuj,ototalmuj,etotalmuj,psmsindisp,psmsindise,psmcondisp,psmcondise,tfmsindisp,tfmsindise,tfmcondisp,tfmcondise,tegmsindisp,tegmsindise,tegmcondisp,tegmcondise,omsindisp,omsindise,omcondisp,omcondise,emsindisp,emsindise,emcondisp,emcondise,totalhom,pstotalhom,tftotalhom,tegtotalhom,ototalhom,etotalhom,pshsindisp,pshsindise,pshcondisp,pshcondise,tfhsindisp,tfhsindise,tfhcondisp,tfhcondise,teghsindisp,teghsindise,teghcondisp,teghcondise,ohsindisp,ohsindise,ohcondisp,ohcondise,ehsindisp,ehsindise,ehcondisp,ehcondise,totalhorastrab,totalhorasext,totalsuelmh,suesaegm,suesaegh,suesaobm,suesaobh,suesaemu,suesaeho,perremun,totremun,suesalar,otraremu,sobresue,parutili,subfamil,indemniza,apopiess,fonreser,proartve,venartst,venartstp,venartste,ingxserv,oingxser,aumexpep,totinsum,matprima,repacces,envembal,gasopera,totingse,trafabri,trarepma,sertrans,ingxalqu,ingxcomi,veneneel,asesoria,otringut,margcome,trarepmx,flegastr,comeneel,comylubr,compaga3,gasxalqu,publicid,gasviamo,prisegur,sinipaga,prirease,liqresc,honprofe,comunica,agua,trafabh3,matofici,otrgasop,interese,impuesto,totvalcl,valgasol,valdiese,valfuelo,valgasli,valgasna,valaceit,valgrasa,valotrcl,cangasol,candiese,canfuelo,cangasli,cangasna,canaceit,cangrasa,vtee,veepyc,veecomp,vtagua,vaguapub,vaguanatu,ceepyc,ceecomp,caguapub,caguanatu,adqmyenv,adqeiycnv,adqmenv,adqeofnv,adqcomnv,adqvnv,adqnabnv,adqoafnv,totaladinu,adimyenu,adieycnu,adimenu,adieofnu,adicomnu,adivnu,adinabnu,adioafnu,comactnu,comactusad,venactfi,comnette,revajust,sal31dic,totexi1e,totexi31,ntprofplant,ntprofcben,ntprofccivil,vtotrempplant,vtotrempcben,vtotrempccivil,vtothcpplant,vtothcpcben,vtothcpccivil,tothimpplant,tothimpcben,tothimpccivil,ntestumatr,vtanuamtps,tbecasconc,ntitulotorg,ntunidafil,ntviajefec,dtrecokm,ntpastransp,tcargtranston,tpromsertrpas,tpromsertrcarg,honasitec,honservjuleg,honconaudt,honinfor,honcomv_mayor,honcomv_menor,hon_otros,alq_locedif,alq_mueens,alq_maques,alq_equipcomp,alq_tvregequiacc,alq_transpor,alq_otros,imp_ivacob,imp_ivapag,imp_conesp,imp_pred,imp_otrimp,ctaprop,eeyatotal,totadinu,eximpa1e_t,eximpa31_t,exicyl1e_t,exicyl31_t,exiobi1e_t,exiobi31_t,exipta1e_t,exipta31_t,exipep1e_t,exipep31_t,eximst1e_t,eximst31_t,totadquisi,k,fbkf_1,varexisbt,varexism,varexisci,totexi,fbk,cosvenst,prodtota,consint,totdispos,valag,totgadop
17,PICHINCHA,3,2012,5610,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,56,SERVICIO DE ALIMENTO Y BEBIDA,I561,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,2,MEDIANA EMPRESA A,3,DE 50 A 99,6,DE 800000 A 1999999,561640,37322,82,1,0,1,0,80,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,72,1,0,1,0,70,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,1,0,17344,997,35662,0,2000,0,0,4120,29542,81,561640,366251,21848,91907,7607,0,0,43519,30508,0,0,0,0,1500007,0,0,603880,603880,0,0,157545,1500007,0,0,0,0,0,0,0,0,0,2815,10183,12162,41517,0,42508,0,0,6587,0,0,0,23272,10453,1578,0,6470,88129,0,127310,41517,3102,0,0,0,38415,0,0,0,2368,0,0,0,6478,0,0,12162,0,12162,1578,1578,0,0,110563,1547,0,10361,22855,10072,0,12116,0,0,0,55404,10361,22855,10072,0,12116,0,0,0,55404,0,0,0,0,299876,1795.4,2145.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18072,5200,0,0,0,0,42508,0,0,0,0,0,0,172523,55028,0,0,6153,0,13740,55404,1795.4,2145.4,0,0,0,0,0,0,0,0,0,0,55404,1,55404,0,0,350,350,55754,0,1500007,849204,0,650803,245674
17,PICHINCHA,3,2012,6910,ACTIVIDADES JURÍDICAS,69,ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,M691,ACTIVIDADES JURÍDICAS,2,SERVICIOS,1,REGIÓN SIERRA,M,ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,3,MEDIANA EMPRESA B,2,DE 20 A 49,7,DE 2000000 Y 3999999,533162,0,23,0,0,1,0,22,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,0,1,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,4109,0,27995,0,4800,0,0,8305,14890,23,533162,335949,65782,35239,31930,0,1500,37475,25287,0,0,0,0,2247465,0,0,9231,9231,0,0,1481959,2247465,0,0,0,0,0,0,0,0,0,1101,0,6735,0,0,86632,15625,76075,0,0,0,0,1272728,6491,0,0,16572,29360,0,106961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6735,0,6735,0,0,0,0,52329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087,895833,373808,0,0,0,86632,0,0,0,0,0,0,227829,133710,0,0,9483,0,6735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2247465,1520550,0,726915,1511319
9,GUAYAS,3,2012,6020,PROGRAMACIÓN Y TRANSMISIONES DE TELEVISIÓN,60,ACTIVIDADES DE PROGRAMACIÓN Y TRANSMISIÓN,J602,PROGRAMACIÓN Y TRANSMISIONES DE TELEVISIÓN,2,SERVICIOS,2,REGIÓN COSTA,J,INFORMACIÓN Y COMUNICACIÓN,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,4,GRANDE EMPRESAS,5,DE 200 A 499,9,DE DE 20000000 Y MAS,5386748,694852,242,0,0,1,0,241,96,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,3,0,146,0,0,1,0,145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,138,0,7,0,42592,9066,322064,0,9430,0,0,129810,182824,242,5386748,3677641,550163,235045,106398,279,100819,410056,306347,0,0,0,0,30640616,98941,0,13015416,13005787,9629,0,3815496,30739557,0,0,0,0,0,0,0,98941,0,881742,23350,181501,47513,954327,183079,718105,99884,66962,0,0,0,412922,192881,11470,0,41760,7242692,0,-86210,47513,47513,0,0,0,0,0,0,0,33226,0,0,0,0,0,0,181501,0,181501,11470,11470,0,0,2029191,16082,0,676500,21500,6443,0,47973,284805,0,0,1037221,676500,21500,6443,0,47973,284805,0,0,1037221,0,0,0,0,4906576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697709,179215,11657,54285,0,954327,167765,183079,0,0,0,0,0,0,516364,691190,0,67,51773,0,192971,1037221,0,0,0,0,0,0,0,0,0,0,0,0,1037221,1,1037221,0,0,0,0,1037221,0,30739557,24073604,0,6665953,11058188
17,PICHINCHA,3,2012,6920,ACTIVIDADES DE CONTABILIDAD. TENEDURÍA DE LIBROS Y AUDITORIAS. CONSULTORÍA FISCAL,69,ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,M692,ACTIVIDADES DE CONTABILIDAD. TENEDURÍA DE LIBROS Y AUDITORIA. CONSULTORÍA FISCAL,2,SERVICIOS,1,REGIÓN SIERRA,M,ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,3,DE 40000 A 199999,144709,1686,15,0,0,2,0,13,8,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,7,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2192,0,8305,1000,1500,0,0,2325,3480,15,144709,101417,12569,12906,393,0,0,11308,6116,0,0,0,0,187605,0,0,267,267,0,0,30841,187605,0,0,0,0,0,0,0,0,0,10768,763,361,1398,0,7630,0,382,0,0,0,0,5018,2744,0,0,1777,6264,0,14131,1398,1360,0,0,0,0,38,0,0,807,0,0,0,0,3,0,361,0,361,0,0,0,0,2938,0,0,0,0,0,0,0,0,0,0,-3568,0,0,-630,-307,-2631,0,0,0,0,2030,5598,0,0,19419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5018,0,0,0,0,7630,0,0,0,0,0,0,22513,10253,0,0,857,0,361,-3568,0,0,0,0,0,0,0,0,0,0,0,0,2030,1,-3568,0,0,0,0,-3568,0,187605,37372,-5598,150233,37105
5,COTOPAXI,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,2,DE 20 A 49,5,DE 400000 A 799999,206909,59575,35,0,0,1,0,34,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,20,0,0,1,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,5600,0,12287,0,558,0,0,5295,6434,35,206909,108139,58211,19278,0,0,217,12057,9007,0,0,0,0,712149,0,0,307908,307908,0,0,175610,712149,0,0,0,0,0,0,0,0,0,81662,0,11194,3194,0,0,1574,5295,12593,0,0,0,51697,5118,2350,0,933,32802,0,55576,3194,3194,0,0,0,0,0,0,0,2158,0,0,0,0,0,0,11194,0,11194,2350,2350,0,0,111940,3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,50773,0,0,0,0,0,0,0,0,0,0,0,87459,37355,0,1247,3144,0,13544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,712149,516320,0,195829,208412
17,PICHINCHA,3,2012,6920,ACTIVIDADES DE CONTABILIDAD. TENEDURÍA DE LIBROS Y AUDITORIAS. CONSULTORÍA FISCAL,69,ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD,M692,ACTIVIDADES DE CONTABILIDAD. TENEDURÍA DE LIBROS Y AUDITORIA. CONSULTORÍA FISCAL,2,SERVICIOS,1,REGIÓN SIERRA,M,ACTIVIDADES PROFESIONALES. CIENTÍFICAS Y TÉCNICAS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,3,MEDIANA EMPRESA B,2,DE 20 A 49,6,DE 800000 A 1999999,472092,19845,40,0,0,1,0,39,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,11,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,6400,0,27600,0,500,0,0,21162,5938,40,472092,346072,9283,37375,8063,0,11000,42088,18211,0,0,0,0,1038204,4552,0,3817,3817,0,0,370946,1042756,0,0,0,0,0,0,0,4552,0,15039,5850,2870,1738,0,86932,7808,25139,16767,0,0,0,179573,19374,950,0,8906,127408,0,14139,1738,1738,0,0,0,0,0,0,0,939,0,0,0,0,0,0,2870,0,2870,950,950,0,0,28700,1507,0,0,0,4047,0,6972,0,0,0,11019,0,0,4047,0,6972,0,0,0,11019,0,0,0,0,166909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107012,35687,36874,0,0,0,86932,0,0,0,0,0,0,15879,12587,0,0,7387,0,3820,11019,0,0,0,0,0,0,0,0,0,0,0,0,11019,1,11019,0,0,0,0,11019,0,1042756,502171,0,540585,498354
9,GUAYAS,3,2012,5610,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,56,SERVICIO DE ALIMENTO Y BEBIDA,I561,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,1,HOTELES Y RESTAURANTES,2,REGIÓN COSTA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,3,DE 40000 A 199999,46670,3619,14,1,0,0,0,13,5,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1981,0,3796,0,0,0,0,1168,2628,13,46670,35973,0,4691,0,0,0,3933,2073,0,0,0,0,125105,0,0,64006,64006,0,0,21424,125105,0,0,0,0,0,0,0,0,0,1677,0,2921,2099,0,10941,0,0,1093,0,0,0,1986,0,0,0,707,2045,37,12385,2099,2099,0,0,0,0,0,0,0,1033,0,0,0,0,0,0,2921,0,2921,0,0,0,0,12700,0,0,0,0,0,0,0,0,0,0,43895,0,43895,0,0,0,0,0,0,0,43895,0,11760,0,73754,0,1121.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,0,0,0,10941,0,0,0,0,0,0,15012,5355,0,0,2376,0,2921,43895,0,1121.2,0,0,0,0,0,0,0,0,0,0,43895,1,43895,0,0,1121.2,1121.2,45016.2,0,125105,86353.8,0,38751.2,23469
17,PICHINCHA,3,2012,5610,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,56,SERVICIO DE ALIMENTO Y BEBIDA,I561,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,5,DE 400000 A 799999,99533,6302,14,0,0,4,0,10,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2240,0,5709,1642,0,0,0,0,4067,14,99533,62463,6890,13051,4916,0,798,8906,2509,0,0,0,0,639520,0,0,293786,275035,0,18751,145059,639520,0,0,0,0,0,0,0,0,0,13392,48567,6044,11897,0,16960,2602,1015,17446,0,0,0,18923,1720,1890,0,4603,63951,953,52466,11897,607,0,0,11290,0,0,0,0,357,0,0,26255,0,0,0,6044,0,6044,1890,1890,0,0,26278,921,0,35999,0,0,0,0,0,0,0,35999,35999,0,0,0,0,0,0,0,35999,0,0,0,0,180350,1773.2,1454.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18923,0,0,0,0,0,16960,0,0,0,0,0,0,75434,25042,0,0,1450,0,7934,35999,1773.2,1454.4,0,0,0,0,0,0,0,0,0,0,35999,1,35999,0,0,-318.8,-318.8,35680.2,0,639520,503114.8,0,136405.2,209010
17,PICHINCHA,3,2012,5510,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,55,ACTIVIDADES DE ALOJAMIENTO,I551,ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,1,HOTELES Y RESTAURANTES,1,REGIÓN SIERRA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,3,MEDIANA EMPRESA B,3,DE 50 A 99,7,DE 2000000 Y 3999999,609009,40938,79,0,0,1,0,78,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,73,0,0,1,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,3,0,18720,70,32374,0,1874,0,0,3694,26806,79,609009,396900,64407,65501,0,0,964,44258,36979,0,0,0,0,2318967,0,0,402020,312944,89076,0,1206575,2318967,0,0,0,0,0,0,0,0,0,246519,584252,1089,82401,0,23938,39753,30603,8836,0,0,0,166410,11740,309,0,10725,33090,35053,-4997,82401,47935,15929,0,18537,0,0,0,0,23498,17202,0,79709,0,0,0,1089,0,1089,309,309,0,0,15557,454,0,0,27964,0,0,0,0,0,0,27964,0,27964,0,0,0,0,0,0,27964,0,0,0,120907,850088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5979,2506,0,0,0,157925,23938,0,0,0,0,0,0,69770,88513,0,2103,7674,0,1398,27964,0,0,0,0,0,0,0,0,0,0,0,0,27964,1,27964,0,0,0,0,27964,0,2318967,1641685,0,677282,1239665
22,ORELLANA,3,2012,5610,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,56,SERVICIO DE ALIMENTO Y BEBIDA,I561,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,1,HOTELES Y RESTAURANTES,3,REGIÓN AMAZÓNICA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,1,DE 10 A 19,4,DE 200000 A 399999,43164,10446,10,1,4,1,0,4,6,0,2,1,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,1,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1760,0,1526,295,0,0,0,891,340,5,43164,15966,12635,2930,8680,0,0,1780,1173,0,0,0,0,293571,0,0,148142,148142,0,0,39973,293571,0,0,0,0,0,0,0,0,0,0,0,2640,773,0,36000,0,0,0,0,0,0,240,0,320,0,0,0,0,20889,773,0,0,0,773,0,0,0,0,0,0,0,1797,0,0,0,2640,0,2640,320,320,0,0,11478,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,36000,0,0,0,0,0,0,35229,16999,0,0,2500,0,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,293571,188115,0,105456,39973
1,AZUAY,3,2012,8010,ACTIVIDADES DE SEGURIDAD PRIVADA,80,ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN,N801,ACTIVIDADES DE SEGURIDAD PRIVADA,2,SERVICIOS,1,REGIÓN SIERRA,N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,1,PEQUEÑA EMPRESA,3,DE 50 A 99,5,DE 400000 A 799999,420904,7575,79,0,0,1,0,78,3,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,4,0,13272,0,18839,633,0,0,0,546,17660,79,420904,226075,20363,131173,0,0,0,25207,18086,0,0,0,0,467864,473,0,4000,4000,0,0,26160,468337,0,0,0,0,0,0,0,473,0,7869,250,720,1255,0,4912,220,45,8823,0,0,0,133,1437,0,0,496,7570,0,55091,1255,1255,0,0,0,0,0,0,0,854,0,0,0,0,0,0,720,0,720,0,0,0,0,4500,0,0,0,0,0,0,0,18000,0,0,18000,0,0,0,0,0,18000,0,0,18000,0,0,0,0,89600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,4912,0,0,0,0,0,0,56144,3840,0,0,527,0,720,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000,1,18000,0,0,0,0,18000,0,468337,37730,0,430607,33730
24,SANTA ELENA,3,2012,9319,OTRAS ACTIVIDADES DEPORTIVAS,93,ACTIVIDADES DEPORTIVAS. DE ESPARCIMIENTO Y RECREATIVAS,R931,ACTIVIDADES DEPORTIVAS,2,SERVICIOS,2,REGIÓN COSTA,R,ARTES. ENTRETENIMIENTO Y RECREACIÓN,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,4,GRANDE EMPRESAS,5,DE 200 A 499,8,DE 4000000 Y 19999999,1569650,30000,216,0,0,9,0,207,51,0,0,4,0,47,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,38,9,0,0,165,0,0,5,0,160,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,119,27,12,2,34560,1372,91503,6260,7825,0,0,17578,59840,216,1569650,1100470,137675,110372,9200,0,16423,122702,72808,0,0,0,0,5450534,568918,0,823619,811619,0,12000,3089819,6019452,0,0,0,568918,0,0,0,0,0,2791851,17403,90618,31376,0,0,6541,4382,0,0,0,0,10892,14000,115756,0,7000,392691,0,372921,31376,0,0,0,31376,0,0,0,0,0,0,0,104586,0,0,0,90618,0,90618,115756,115756,0,0,393991,56466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124000,46430.1,13167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208401,3000,5000,2892,0,0,0,0,0,0,0,0,0,0,385607,220357,146134,14948,35585,0,206374,0,30953.4,8778,15476.7,4389,0,0,0,0,0,0,0,0,0,1,0,0,0,-33263.1,-33263.1,-33263.1,0,6019452,4339392.1,0,1680059.9,3482510
9,GUAYAS,3,2012,5610,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,56,SERVICIO DE ALIMENTO Y BEBIDA,I561,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,1,HOTELES Y RESTAURANTES,2,REGIÓN COSTA,I,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,0,HOTELES Y RESTAURANTES,1,PEQUEÑA EMPRESA,2,DE 20 A 49,5,DE 400000 A 799999,296136,11039,38,0,0,1,0,37,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,25,0,0,1,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,1,0,6080,608,12871,0,390,0,0,4760,7721,38,296136,163997,59265,43849,4318,0,0,16712,7995,0,0,0,0,680141,0,0,236206,199824,21266,15116,91758,680141,0,0,0,0,0,0,0,0,0,17273,14009,16691,11275,0,4300,9262,4104,0,0,0,0,6920,3002,2420,0,2502,18925,0,18016,11275,0,0,0,11275,0,0,0,0,0,0,0,9855,0,0,0,16691,0,16691,2420,2420,0,0,203945,1729,0,7090,97219,18214,0,575,0,0,0,123098,7090,97219,18214,0,575,0,0,0,123098,0,0,0,0,154239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,4800,0,0,0,0,4300,0,0,0,0,0,0,29580,13169,0,0,107,0,19111,123098,0,0,0,0,0,0,0,0,0,0,0,0,123098,1,123098,0,0,0,0,123098,0,680141,346889,0,333252,110683
17,PICHINCHA,3,2012,6512,SEGUROS GENERALES,65,SEGUROS. REASEGUROS Y FONDOS DE PENSIONES. EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,K651,SEGUROS,2,SERVICIOS,1,REGIÓN SIERRA,K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,4,SERVICIOS PRESTADOS A LAS EMPRESAS. A LA COMUNIDAD.SOCIALES Y PERSONALES,4,GRANDE EMPRESAS,6,DE 500 Y MÁS,9,DE DE 20000000 Y MAS,17288481,328534,814,0,0,45,0,769,94,0,0,25,0,69,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,69,0,0,0,720,0,0,20,0,700,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,700,0,0,0,195360,35,706640,21702,17362,0,0,59899,607677,814,17288481,8948507,3072105,1585701,1558143,0,380855,997759,745411,0,0,0,0,107294816,1322222,0,122056,122056,0,0,79058528,108617038,0,0,0,0,0,0,500000,822222,0,334380,0,103473,13961,7210501,707303,1030172,353827,58950,66823626,0,0,630982,1287825,15302,0,488226,3807241,2175,12908769,13961,13961,0,0,0,0,0,0,0,8212,0,0,0,0,0,0,103473,0,103473,15302,15302,0,0,449883,7464,0,0,0,9708,23833,121028,86000,0,0,175497,0,0,4143,10953,113994,46407,0,0,240569,0,65072,0,0,4551626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57801,126347,114693,7210501,0,332141,707303,0,0,0,0,0,0,12875378,132925,0,3956,72875,0,118775,175497,0,0,0,0,0,0,0,0,0,0,0,0,240569,1,175497,0,0,0,0,175497,0,108617038,82987825,-65072,25629213,82865769
